product_code,product_name,category,unit_price,is_active
P002047,MediumSlateBlue Velit,Sports,16895.33,True
P013850,Re-Contextualize B2B Roi,Books,-291.9123024274939,True
P003739,Turquoise Veniam,Toys,2430.95,True
P012970,Incentivize Compelling Paradigms,Fashion,FREE,True
P004221,Grow Bleeding-Edge Methodologies,,14769.87,True
P006453,Blue Illo,Books,2169.42,True
P001810,DeepPink Laborum,Toys,14053.78,True
P002907,Beige Nobis,Toys,13364.13,True
P007774,Morph Clicks-And-Mortar Supply-Chains,Beauty,3458.45,True
P013377,Deploy Collaborative E-Markets,Electronics,FREE,True
P003184,Salmon Consequatur,Fashion,10815.23,True
P011913,Sienna Sunt,Books,16514.55,True
P011415,SlateGray Odio,Toys,1695.62,True
P008721,SandyBrown Quidem,Grocery,24231.94,True
P010210,LightSalmon Soluta,Toys,19608.3,True
P005285,Brown Minima,Grocery,19459.42,True
P000471,MediumPurple Illo,Toys,7844.49,True
P008338,DarkGoldenRod Aut,Electronics,4072.48,True
P001333,Fuchsia Omnis,Beauty,1351.62,True
P010340,LightSkyBlue Quae,Sports,4923.33,True
P012573,Synergize Bricks-And-Clicks Initiatives,,-584.4810441784985,True
P010102,Gold Neque,Sports,2498.12,True
P012566,Iterate Revolutionary Functionalities,Grocery,FREE,True
P010510,DarkCyan Nulla,Sports,16523.55,True
P008050,Snow Illo,Fashion,8316.23,True
P003496,HoneyDew Unde,Grocery,11912.64,True
P007368,DeepPink Laborum,Toys,21526.77,True
P009457,DarkTurquoise Voluptates,Fashion,23718.59,True
P012496,Revolutionize Integrated Functionalities,Beauty,-234.55371703203997,True
P000610,Expedite One-To-One Initiatives,Home,14938.4,True
P005417,SeaGreen Distinctio,Toys,2905.56,True
P008099,HoneyDew Eos,Toys,7748.76,True
P012664,Seize Strategic Niches,Grocery,-592.4559226774835,True
P000744,SeaShell Illo,Books,23438.11,True
P012740,,Fashion,787.73,True
P010643,Gray Laboriosam,Fashion,8029.75,True
P014355,,Beauty,15601.59,True
P011558,LawnGreen Quod,Home,5783.71,True
P001140,FireBrick Debitis,Sports,10009.96,True
P002738,Bisque Placeat,Home,10298.91,True
P008764,LavenderBlush Consectetur,Books,16975.78,True
P002717,AntiqueWhite Tenetur,Grocery,3535.74,True
P004334,PaleTurquoise Voluptatum,Toys,20517.21,True
P005690,MediumVioletRed Voluptates,Electronics,9312.44,True
P005564,FireBrick Delectus,Beauty,13898.45,True
P009731,Crimson Aliquid,Sports,7058.5,True
P003595,Magenta Nisi,Toys,24109.03,True
P000013,BlanchedAlmond Aut,Beauty,10154.28,True
P002430,LightGreen A,Sports,10506.47,True
P001588,Silver Non,Sports,20249.42,True
P007026,Seize Enterprise Relationships,Books,5433.05,True
P002786,PowderBlue Quidem,Beauty,10571.61,True
P011951,DodgerBlue Odit,Grocery,124.25,True
P005156,BurlyWood Ullam,Beauty,3232.94,True
P003865,SlateBlue Itaque,Home,1507.44,True
P009714,Gray Sit,Books,6707.45,True
P008039,OldLace Ratione,Books,13743.94,True
P006072,Moccasin Asperiores,Fashion,17074.72,True
P009028,IndianRed Temporibus,Toys,12101.46,True
P000163,Pink Veniam,Electronics,18920.64,True
P010576,SaddleBrown Eius,Electronics,10487.59,True
P005393,DarkGreen Iste,Home,19624.61,True
P003521,PapayaWhip Suscipit,Grocery,19956.01,True
P014170,Re-Intermediate Out-Of-The-Box Experiences,Home,FREE,True
P013752,Utilize Customized Users,Toys,-440.5994165057414,True
P005394,MediumVioletRed Architecto,Sports,11821.24,True
P003250,Silver Numquam,Fashion,9585.61,True
P001230,Khaki Quas,Electronics,4165.78,True
P014556,Grow Impactful Mindshare,Electronics,-907.0504554949779,True
P012818,,Sports,9150.95,True
P001075,PaleTurquoise Repudiandae,Electronics,21367.75,True
P011954,PeachPuff Magni,Fashion,24522.1,True
P012497,Engineer Seamless Bandwidth,Fashion,-376.81401081587916,True
P010005,Lavender Accusantium,Grocery,791.46,True
P004043,DarkCyan Dolorem,Beauty,19269.42,True
P011429,Aqua Saepe,Electronics,16284.28,True
P009650,Coral Fuga,Sports,10673.94,True
P003829,Pink Tenetur,Electronics,8527.45,True
P001073,Silver Inventore,Fashion,494.86,True
P004608,Blue Voluptas,Sports,6870.74,True
P000274,FireBrick Vel,Books,3149.85,True
P007932,Fuchsia Aut,Sports,8521.02,True
P006912,RosyBrown Dignissimos,Fashion,2203.85,True
P011679,RosyBrown Sed,Books,4216.18,True
P005696,DimGray Nobis,Books,8584.99,True
P001550,Generate Distributed Networks,Books,17113.38,True
P000737,LightSlateGray Iusto,Books,24721.47,True
P005378,Plum Ex,Beauty,5268.69,True
P001892,LimeGreen Eaque,Books,6020.55,True
P008321,OliveDrab Adipisci,Beauty,13851.14,True
P014190,E-Enable Leading-Edge E-Markets,Fashion,-487.15236500818537,True
P011322,LightYellow Saepe,Beauty,22315.5,True
P008162,White Explicabo,Electronics,1068.98,True
P006767,Indigo Perspiciatis,Beauty,15809.21,True
P001649,GhostWhite Optio,Grocery,7672.27,True
P005617,DodgerBlue Reprehenderit,Sports,6066.58,True
P007882,Target Vertical Architectures,Grocery,5990.86,True
P011618,Black Ducimus,Electronics,23865.79,True
P005547,DarkSlateGray Illum,Toys,1472.94,True
P005527,MediumBlue Expedita,Fashion,3500.1,True
P009841,LightSalmon Maiores,Fashion,12781.49,True
P011654,Monetize Out-Of-The-Box Vortals,Sports,16521.87,True
P009497,Beige Deserunt,Grocery,24497.13,True
P001952,MidnightBlue Laboriosam,Electronics,1714.07,True
P001097,SlateBlue Iure,Electronics,19735.03,True
P001841,Crimson Ullam,Beauty,16039.59,True
P008481,PapayaWhip Nesciunt,Home,818.37,True
P014445,Incubate Real-Time Schemas,,-741.0397846802356,True
P004682,Navy Omnis,Home,6034.82,True
P002226,DarkBlue Aperiam,Grocery,21421.79,True
P000182,LightGoldenRodYellow Aspernatur,Toys,9247.82,True
P008833,MediumVioletRed Quia,Toys,2822.84,True
P007688,WhiteSmoke Id,Books,7608.46,True
P004658,Embrace One-To-One Mindshare,Sports,15500.32,True
P013355,Optimize Open-Source E-Business,Electronics,FREE,True
P003832,Salmon Labore,Beauty,14036.25,True
P001468,DarkSeaGreen Labore,Electronics,13192.02,True
P011689,Monetize Intuitive Methodologies,Fashion,14705.02,True
P001792,LightSkyBlue Et,Sports,12759.58,True
P010954,Coral Eveniet,Home,24390.54,True
P011206,MediumSlateBlue Molestias,Toys,2396.17,True
P008153,MintCream Maxime,Electronics,2061.21,True
P010236,PaleVioletRed Esse,Beauty,20830.92,True
P001112,Aquamarine Odio,Books,12140.62,True
P004483,SlateBlue Veniam,Books,16657.43,True
P001750,Bisque Distinctio,Fashion,11437.18,True
P000158,Tan Labore,Toys,10206.1,True
P006451,Aqua Deserunt,Beauty,24203.61,True
P007107,MediumBlue Accusantium,Sports,17326.29,True
P002145,SlateBlue Sunt,Toys,20865.17,True
P000829,LawnGreen Laboriosam,Books,350.11,True
P012668,Streamline Transparent Initiatives,Grocery,-467.90720381974063,True
P009320,MediumSpringGreen Commodi,Grocery,2826.9,True
P014789,,Beauty,5455.15,True
P001129,LavenderBlush Amet,Sports,18798.21,True
P005339,Navy Dolorem,Grocery,8398.78,True
P005004,MintCream Adipisci,Sports,9759.07,True
P004048,Gray Provident,Fashion,128.84,True
P003682,LemonChiffon Sint,Grocery,15528.68,True
P001403,Orchid Assumenda,Grocery,18303.13,True
P013772,,Electronics,17705.47,True
P001852,Pink Similique,Sports,22002.44,True
P011803,MediumSlateBlue Maiores,Books,3923.58,True
P005276,Black Maiores,Beauty,17386.65,True
P003166,DarkViolet Dolorum,Sports,5452.52,True
P007797,SeaGreen Consequuntur,Beauty,5160.05,True
P001639,Coral Quaerat,Home,2523.21,True
P008941,SlateGray Eius,Toys,1368.96,True
P010008,OldLace Tempore,Electronics,14498.17,True
P000886,PaleGoldenRod Eos,Books,21757.71,True
P013339,Empower Clicks-And-Mortar Web Services,Sports,FREE,True
P013954,Empower Bleeding-Edge Networks,Home,FREE,True
P005048,FloralWhite Ipsam,Electronics,406.74,True
P007272,Bisque Tempora,Electronics,19905.46,True
P013288,,Grocery,12999.02,True
P012159,Exploit Leading-Edge Applications,Books,FREE,True
P004861,Blue Dolorem,Home,4815.36,True
P011368,Violet Quas,Books,13970.39,True
P002234,PeachPuff Ipsam,Toys,21770.58,True
P013287,Seize Cross-Media E-Commerce,Books,-849.953694441581,True
P001182,HotPink Explicabo,Home,17026.01,True
P004006,Plum Sequi,Electronics,11559.21,True
P003168,Salmon Architecto,Grocery,19808.0,True
P008494,Lime Sed,Grocery,22986.23,True
P011789,DarkOliveGreen Molestias,Fashion,10974.89,True
P000453,IndianRed Fugit,Grocery,14397.93,True
P012115,Empower Bricks-And-Clicks Experiences,Fashion,-458.76258706010134,True
P011076,DarkRed Accusantium,Sports,21344.98,True
P002371,Yellow Numquam,Books,22104.47,True
P004206,White Veritatis,Grocery,12313.36,True
P000615,Productize User-Centric Technologies,,16437.0,True
P010500,WhiteSmoke Quia,Books,3950.28,True
P008947,Azure Asperiores,Books,22772.9,True
P002917,LemonChiffon Eligendi,Sports,10748.39,True
P003807,LawnGreen Explicabo,Fashion,17947.15,True
P014312,Utilize Dynamic Relationships,Books,FREE,True
P010402,GoldenRod Nobis,Fashion,5367.92,True
P002610,Embrace Global Web-Readiness,Fashion,6085.36,True
P001700,DarkSalmon Nostrum,Beauty,15903.11,True
P003547,Indigo Animi,Toys,17235.22,True
P009409,AliceBlue Facilis,Electronics,9028.29,True
P012855,,Toys,14321.52,True
P011813,Peru Dicta,Books,19121.06,True
P002512,MediumVioletRed Distinctio,Home,14651.86,True
P004533,Navy Corrupti,Sports,2309.3,True
P005713,Beige Exercitationem,Sports,6040.32,True
P004362,SteelBlue Nesciunt,Fashion,17923.63,True
P006283,DarkOrchid Molestias,Fashion,21173.17,True
P004804,MediumBlue Cupiditate,Books,19764.83,True
P005747,Sienna Ullam,Electronics,14785.23,True
P007882,LightCoral Hic,Electronics,463.68,True
P002450,LightGoldenRodYellow Unde,Electronics,18308.33,True
P000252,DarkRed Ab,Beauty,1983.66,True
P008012,Maximize User-Centric E-Business,Books,12515.68,True
P014049,,Beauty,21334.32,True
P007408,PeachPuff Iure,Books,23471.26,True
P011139,LimeGreen Repellendus,Fashion,16017.53,True
P014030,,Books,5696.11,True
P000354,LawnGreen Occaecati,Fashion,16734.23,True
P007861,GoldenRod Cupiditate,Sports,16697.28,True
P012036,Embrace Integrated Functionalities,,-457.475706687657,True
P002664,BlueViolet Ratione,Beauty,19293.78,True
P006342,DarkOliveGreen Officia,Toys,5352.42,True
P008790,LightGoldenRodYellow Reiciendis,Fashion,15380.78,True
P011079,Navy Esse,Beauty,13781.47,True
P002218,DarkKhaki Dolorum,Beauty,11157.83,True
P014950,Benchmark World-Class Architectures,Grocery,-902.9172328588432,True
P009882,Blue Quod,Home,22325.16,True
P007968,DodgerBlue Quidem,Books,9511.39,True
P010000,Blue Reprehenderit,Toys,9397.61,True
P002941,LightSalmon Praesentium,Sports,24051.54,True
P011460,DimGray Explicabo,Toys,5742.28,True
P014177,Incubate Strategic Eyeballs,Electronics,-11.040582466297028,True
P005459,Incubate Intuitive E-Services,Electronics,5182.12,True
P008734,SandyBrown Voluptatibus,Toys,23298.39,True
P006665,MediumSpringGreen Laborum,Electronics,20983.14,True
P001413,DimGray Asperiores,Fashion,8445.04,True
P002971,OrangeRed Dignissimos,Grocery,15320.54,True
P005702,Snow Architecto,Home,19041.7,True
P007874,SandyBrown Error,Beauty,12562.08,True
P002991,Maroon Id,Electronics,6514.48,True
P001510,PaleTurquoise Dolores,Electronics,12614.3,True
P007308,PapayaWhip Dolores,Sports,22827.62,True
P003966,MidnightBlue Excepturi,Fashion,2915.0,True
P006734,Syndicate Plug-And-Play Deliverables,Beauty,12653.65,True
P010506,BurlyWood Delectus,Electronics,20628.33,True
P001616,DodgerBlue Veritatis,Grocery,4201.52,True
P012013,Iterate Frictionless Paradigms,,FREE,True
P009327,DimGray Dolorem,Fashion,9635.01,True
P002770,HoneyDew Quisquam,Sports,10026.58,True
P011908,Olive Soluta,Beauty,20774.88,True
P012849,Re-Contextualize Robust Relationships,Electronics,FREE,True
P002869,LightSkyBlue Incidunt,Books,15539.5,True
P013401,Grow Extensible Technologies,Fashion,FREE,True
P007605,Re-Intermediate Collaborative Action-Items,Home,13704.37,True
P014079,Cultivate Wireless Functionalities,Books,-897.7586957395267,True
P005908,PaleTurquoise Nam,Home,18088.37,True
P005440,LightYellow Voluptates,Electronics,16817.43,True
P007038,Orchid Corporis,Fashion,12987.92,True
P004222,Target Distributed Interfaces,Books,550.91,True
P005439,OldLace Vitae,Sports,18257.77,True
P001289,SpringGreen Exercitationem,Beauty,2370.17,True
P001027,SeaGreen Consequatur,Fashion,7349.31,True
P001668,Navy Eaque,Beauty,4115.77,True
P014761,Implement 24/365 E-Tailers,Home,FREE,True
P012744,,Books,17979.94,True
P003281,Black Fuga,Fashion,7426.43,True
P006028,FloralWhite Sunt,Home,17687.03,True
P004274,AntiqueWhite Voluptatum,Home,4032.3,True
P008543,Snow Numquam,Toys,21059.58,True
P005803,LightPink Reprehenderit,Toys,17299.78,True
P014802,,Fashion,23242.15,True
P004025,Khaki Vel,Fashion,14374.86,True
P014331,E-Enable Distributed Relationships,Electronics,-928.704990222569,True
P012772,,Home,1678.56,True
P000917,Yellow Nulla,Grocery,6234.96,True
P006214,Aquamarine Libero,Toys,24151.86,True
P011576,SkyBlue Aspernatur,Toys,13867.68,True
P003587,Tomato Reprehenderit,Beauty,4884.57,True
P006405,GoldenRod Blanditiis,Home,8144.53,True
P010821,Orange Vitae,Toys,3205.74,True
P006359,White Officia,Sports,241.63,True
P005727,DarkTurquoise Fuga,Fashion,24925.67,True
P008151,Pink Fugiat,Toys,18899.16,True
P010632,YellowGreen Possimus,Home,11220.82,True
P001171,Tomato Eius,Electronics,18822.09,True
P006638,BlueViolet Impedit,Home,24123.66,True
P007265,Crimson Quibusdam,Electronics,21345.66,True
P013905,Reinvent Best-Of-Breed Eyeballs,Sports,-832.4504628796151,True
P001375,SandyBrown Nesciunt,Grocery,8424.81,True
P010366,Expedite Strategic Applications,Grocery,20959.13,True
P004388,DarkGreen Corporis,Toys,3477.53,True
P007685,LightCyan Ipsam,Toys,19023.57,True
P000668,LightSteelBlue Aut,Toys,9318.09,True
P014078,Grow Intuitive Technologies,Books,-301.02462738180714,True
P012713,Expedite E-Business Schemas,Home,FREE,True
P012472,,Books,1863.27,True
P001495,AntiqueWhite Earum,Books,3371.0,True
P000438,Wheat Vel,Toys,22440.83,True
P002037,SaddleBrown Repellendus,Grocery,684.35,True
P002843,MediumBlue Corporis,Home,9858.77,True
P009584,Gainsboro Laboriosam,Grocery,7990.12,True
P004247,LimeGreen Architecto,Grocery,20579.07,True
P003052,MistyRose Tenetur,Beauty,8689.79,True
P005037,Turquoise Eius,Books,24211.76,True
P010857,Chartreuse Necessitatibus,Toys,24247.42,True
P009162,GoldenRod Adipisci,Beauty,20642.53,True
P009883,PeachPuff Quibusdam,Grocery,4242.15,True
P007293,GoldenRod Ullam,Grocery,20557.34,True
P006993,Moccasin Ipsum,Books,20331.75,True
P010810,Lavender Perferendis,Toys,1382.44,True
P004666,GreenYellow At,Books,14774.26,True
P011162,BurlyWood Amet,Toys,1198.33,True
P012419,,Books,9047.43,True
P006660,YellowGreen Ullam,Fashion,18571.71,True
P007852,SandyBrown Inventore,Home,12659.55,True
P010268,Generate Impactful Platforms,Electronics,24437.38,True
P011548,LavenderBlush Enim,Sports,14303.55,True
P007313,CornflowerBlue Ea,Beauty,18020.15,True
P011038,BlueViolet Unde,Toys,1904.6,True
P014102,Redefine Cross-Media Metrics,Grocery,FREE,True
P005719,DarkViolet Suscipit,Books,234.16,True
P002725,Deploy Virtual E-Markets,Fashion,23393.15,True
P004879,BlueViolet Nobis,Toys,8374.9,True
P002961,DimGray Doloremque,Toys,180.14,True
P012709,Re-Contextualize End-To-End Roi,,FREE,True
P004238,Blue Accusantium,Books,9755.82,True
P000801,Blue Eveniet,Grocery,22530.33,True
P010769,Snow Nobis,Electronics,19484.07,True
P009148,Aqua Itaque,Toys,24130.11,True
P008138,Implement Viral Content,,16988.46,True
P004746,LavenderBlush Autem,Beauty,24504.26,True
P011017,MistyRose Ex,Fashion,21700.61,True
P012779,,,14341.8,True
P008278,LemonChiffon Soluta,Beauty,23560.65,True
P007743,Lavender Beatae,Grocery,7944.57,True
P006107,LemonChiffon A,Fashion,23603.45,True
P003265,Plum Quam,Books,10860.43,True
P011846,YellowGreen Qui,Sports,20907.81,True
P007772,LightGoldenRodYellow Nostrum,Grocery,22752.4,True
P012681,Leverage Global Platforms,Sports,-350.57872897495247,True
P001814,Yellow Harum,Toys,22346.07,True
P005413,SteelBlue Molestias,Sports,4386.37,True
P008035,MediumVioletRed Quis,Electronics,2603.38,True
P007007,LightPink Nulla,Toys,13996.83,True
P012411,,,17671.34,True
P009323,Whiteboard Efficient Mindshare,Grocery,12522.49,True
P003320,LightGray Tempora,Toys,2893.61,True
P014251,Seize Transparent Deliverables,Sports,-312.75904082330084,True
P002316,DarkViolet Aut,Grocery,16636.75,True
P000571,Envisioneer Compelling Supply-Chains,Beauty,5224.83,True
P006464,LavenderBlush Officiis,Home,22217.91,True
P004652,LemonChiffon Ab,Grocery,7321.71,True
P009609,MediumBlue Ea,Home,1799.17,True
P011320,Snow Alias,Sports,19627.87,True
P013792,,Toys,6136.94,True
P013223,E-Enable Visionary Models,Sports,FREE,True
P000045,Chartreuse Blanditiis,Grocery,22991.35,True
P008628,LightSalmon Iure,Grocery,13056.76,True
P000746,YellowGreen Voluptatibus,Electronics,1376.2,True
P012250,E-Enable 24/7 Architectures,Home,FREE,True
P009031,MediumSlateBlue Nobis,Sports,7879.05,True
P008971,LightCyan Recusandae,Fashion,2465.25,True
P013006,Incentivize Bleeding-Edge Schemas,Fashion,FREE,True
P004936,MidnightBlue Quas,Sports,4671.33,True
P003562,RoyalBlue Vero,Beauty,14816.42,True
P009052,Cyan At,Books,13336.27,True
P014892,Re-Contextualize Proactive Content,Books,FREE,True
P001552,LemonChiffon Repellendus,Books,21573.74,True
P005087,PaleGoldenRod Minima,Home,12024.61,True
P008082,PowderBlue Voluptas,Grocery,8662.11,True
P002919,RosyBrown Ipsa,Beauty,1381.72,True
P010626,Turquoise Itaque,Toys,1658.25,True
P012277,Redefine Efficient Initiatives,Toys,-558.2540378302334,True
P004499,LightGray Maxime,Books,20645.41,True
P004942,Bisque Beatae,Toys,16130.06,True
P010738,WhiteSmoke Aliquam,Beauty,5922.98,True
P006485,LightYellow Harum,Fashion,8710.43,True
P004116,Maroon Placeat,Toys,23850.29,True
P004817,Fuchsia Ratione,Home,20467.11,True
P002177,DarkOrchid Distinctio,Electronics,17301.19,True
P002389,PaleVioletRed Recusandae,Beauty,15307.35,True
P008400,DarkMagenta Veritatis,Sports,1445.73,True
P001939,SlateGray Unde,Home,18884.6,True
P011946,MintCream Fugiat,Grocery,853.0,True
P010970,PaleVioletRed Magnam,Home,1360.18,True
P007103,Lavender Ducimus,Fashion,12259.26,True
P006808,Orange Aspernatur,Sports,8393.52,True
P000327,Olive Quis,Beauty,11008.55,True
P005834,Red Laborum,Home,23141.28,True
P007819,MintCream Libero,Sports,22687.94,True
P000802,DarkSlateBlue Quos,Fashion,2101.92,True
P000618,MistyRose Est,Sports,13568.77,True
P001612,HotPink Distinctio,Home,21411.47,True
P003779,LightGray Earum,Sports,1846.54,True
P010731,Sienna Praesentium,Beauty,7555.24,True
P014363,Deploy End-To-End Relationships,Books,FREE,True
P005789,MistyRose Placeat,Electronics,3695.67,True
P001150,Turquoise In,Books,14090.03,True
P005668,Orange Exercitationem,Books,7539.35,True
P002979,Silver Minima,Sports,22997.67,True
P013115,,Beauty,13674.53,True
P010524,LavenderBlush Unde,Toys,14066.4,True
P008538,Orchid Reiciendis,Books,11960.78,True
P007904,Bisque Possimus,Toys,12945.15,True
P006984,CadetBlue Hic,Books,14769.99,True
P009220,Integrate Granular Web-Readiness,Books,10106.3,True
P009521,SeaShell Deleniti,Grocery,12436.77,True
P004456,Orchid Adipisci,Home,18301.52,True
P011085,DodgerBlue Rem,Grocery,11937.3,True
P002431,Re-Intermediate Cutting-Edge Action-Items,Toys,7942.91,True
P000151,White Saepe,Home,6177.92,True
P011039,LimeGreen Architecto,Toys,2298.37,True
P011532,Aquamarine Nihil,Home,4506.79,True
P006481,RoyalBlue Repudiandae,Books,6687.85,True
P001257,MediumSlateBlue Dicta,Books,15117.5,True
P008854,Snow Reprehenderit,Beauty,16490.17,True
P006315,OrangeRed Adipisci,Books,24176.93,True
P002611,MediumSeaGreen Eius,Sports,3636.9,True
P008318,CadetBlue Iure,Electronics,211.88,True
P006699,RosyBrown Commodi,Grocery,19627.6,True
P007172,BurlyWood Minus,Books,20895.15,True
P010914,MediumBlue Laborum,Beauty,9942.36,True
P001096,OldLace Amet,Beauty,13786.81,True
P001285,DarkGreen Nisi,Toys,15747.2,True
P011511,OldLace Minus,Electronics,7482.44,True
P007677,Linen Deserunt,Toys,12579.46,True
P000230,GoldenRod Fuga,Fashion,11025.58,True
P003502,Engineer Cross-Media Web Services,Books,11651.4,True
P013817,E-Enable Transparent Deliverables,Grocery,FREE,True
P002438,AntiqueWhite Qui,Toys,24827.62,True
P007183,Snow Doloremque,Toys,24653.58,True
P010940,Visualize Best-Of-Breed Bandwidth,Beauty,6183.51,True
P011630,Exploit Intuitive Applications,Home,2914.35,True
P006005,LightPink Aliquam,Home,6260.0,True
P012499,,Books,22965.89,True
P013776,Maximize Dot-Com Experiences,Fashion,FREE,True
P011643,MediumBlue Rerum,Toys,14069.27,True
P012657,Transition Front-End Infrastructures,Books,-152.31788322788597,True
P002034,Beige Maxime,Toys,18162.55,True
P014712,Matrix Out-Of-The-Box Users,Books,-849.1897632204934,True
P010277,LightGreen Dolorem,Grocery,14959.92,True
P007291,Aqua Officia,Books,10408.52,True
P001414,Tomato Labore,Sports,21375.52,True
P003567,Orange Voluptates,Grocery,21475.68,True
P014224,Cultivate 24/365 Infrastructures,Electronics,-842.3955017501348,True
P002926,LightPink Itaque,Grocery,11684.54,True
P002853,Repurpose Visionary Action-Items,Electronics,21299.88,True
P010086,Tomato Sequi,Home,21581.58,True
P011146,Ivory Est,Toys,20749.81,True
P004355,GhostWhite Dolor,Beauty,11612.82,True
P006099,Beige Molestiae,Electronics,18122.21,True
P009044,CornflowerBlue Accusantium,Sports,16342.64,True
P012899,,Grocery,6876.21,True
P009814,MediumOrchid Minima,Grocery,2764.58,True
P012460,Incubate Cutting-Edge Users,Home,-871.6269185115848,True
P012443,Transform End-To-End Communities,,FREE,True
P003581,Envisioneer Open-Source Roi,,6982.84,True
P005667,DeepPink Suscipit,Toys,20653.73,True
P013519,,Grocery,16595.05,True
P004648,Bisque Doloremque,Toys,5142.72,True
P011225,DarkSalmon Corporis,Sports,15308.92,True
P003230,Gainsboro Tenetur,Fashion,15730.12,True
P003899,MediumSpringGreen Hic,Fashion,9234.95,True
P007660,MediumSeaGreen Perspiciatis,Grocery,18391.12,True
P006369,IndianRed Quia,Books,520.64,True
P004435,LightGreen Iure,Grocery,11640.62,True
P004138,WhiteSmoke Nostrum,Fashion,5985.21,True
P003117,GreenYellow Quod,Fashion,18705.0,True
P001429,MediumTurquoise Voluptates,Beauty,18707.51,True
P001987,Gold Vero,Sports,7051.81,True
P011458,LightSeaGreen Itaque,Books,5084.19,True
P006842,DarkGray Veniam,Home,18258.94,True
P012045,,Toys,17640.28,True
P011753,BurlyWood Id,Fashion,3710.19,True
P007760,MintCream Quod,Books,14225.52,True
P012890,Engineer Front-End Paradigms,,-649.2598147775757,True
P008912,Thistle Possimus,Electronics,4883.31,True
P013086,,Beauty,10899.55,True
P007149,Streamline Dynamic Niches,Beauty,3778.25,True
P012887,Whiteboard Plug-And-Play Supply-Chains,Home,FREE,True
P008828,LightSteelBlue Provident,Toys,3787.47,True
P006953,ForestGreen Eum,Sports,3716.12,True
P011818,DarkGray Iusto,Toys,5771.86,True
P002594,PaleGreen Iusto,Sports,2180.13,True
P003113,Orange Itaque,Beauty,16722.61,True
P013871,Extend 24/365 Channels,Grocery,FREE,True
P002593,Leverage Vertical Synergies,Beauty,23626.06,True
P003102,Moccasin Omnis,Electronics,9945.08,True
P014866,,Fashion,10876.05,True
P005839,DarkGreen Ut,Beauty,23643.92,True
P012850,Implement Open-Source E-Commerce,Home,FREE,True
P000630,BlueViolet Quidem,Sports,5436.66,True
P014052,,Fashion,20021.29,True
P000943,GhostWhite Illo,Sports,6736.04,True
P013450,,Grocery,23705.05,True
P003760,Fuchsia Quas,Beauty,10064.38,True
P000343,HotPink Modi,Sports,21090.82,True
P000887,RosyBrown At,Books,21127.77,True
P010213,DarkSlateBlue Quibusdam,Fashion,5393.73,True
P014649,Embrace Strategic Supply-Chains,Fashion,FREE,True
P008590,LimeGreen Dolorem,Home,5880.9,True
P009953,CadetBlue Doloremque,Sports,22553.95,True
P010432,White Sunt,Sports,541.33,True
P012148,,Home,14511.95,True
P001763,PapayaWhip Nostrum,Fashion,9250.65,True
P005931,DarkCyan Tempore,Sports,23576.72,True
P008077,MediumSlateBlue Vitae,Electronics,16510.99,True
P004336,Salmon Sint,Grocery,13511.16,True
P003719,MediumBlue Consequatur,Home,8005.57,True
P006509,Bisque Laborum,Electronics,11754.21,True
P007475,Fuchsia Consequuntur,Beauty,9322.43,True
P004717,Sienna Beatae,Fashion,20167.22,True
P002527,OldLace Dolores,Toys,9924.16,True
P004082,RoyalBlue Repellat,Fashion,13563.81,True
P007661,SeaShell Consectetur,Books,22579.91,True
P004923,DeepSkyBlue Blanditiis,Grocery,8188.15,True
P013826,Productize Real-Time Applications,Toys,FREE,True
P009297,LemonChiffon Tempore,Beauty,6720.81,True
P006150,Seize Revolutionary Convergence,Beauty,15718.23,True
P008013,White Facere,Beauty,19192.98,True
P009125,CornflowerBlue Aliquam,Electronics,2737.56,True
P013961,,Home,9998.13,True
P007492,WhiteSmoke Temporibus,Home,12372.52,True
P013466,,Home,3415.26,True
P006706,MintCream Vitae,Electronics,17074.16,True
P009154,SlateGray Asperiores,Home,11372.94,True
P006802,Orchestrate Back-End Synergies,Grocery,6410.43,True
P014914,Facilitate Distributed Web Services,Electronics,-106.71846729760318,True
P001579,PaleGoldenRod Soluta,Electronics,9425.44,True
P000915,OldLace Nihil,Fashion,22296.26,True
P012943,Implement Cutting-Edge Systems,Toys,-366.31125346832613,True
P011991,PaleGoldenRod Voluptatem,Beauty,176.98,True
P005320,LightCoral A,Toys,7795.46,True
P003159,Blue Natus,Beauty,19788.99,True
P001243,OldLace Animi,Toys,11502.33,True
P001225,Blue Odit,Beauty,2114.73,True
P001427,Yellow Perspiciatis,Home,14808.91,True
P001580,PeachPuff Neque,Books,21061.37,True
P012819,Expedite Frictionless E-Tailers,Sports,-37.851940077562844,True
P011421,FloralWhite Quisquam,Home,849.5,True
P011661,Turquoise Sint,Fashion,22614.7,True
P012560,Engage Visionary Models,Sports,FREE,True
P006249,LightSteelBlue Incidunt,Electronics,20196.07,True
P000929,Moccasin Cum,Grocery,211.0,True
P002839,MediumBlue Voluptas,Books,24646.72,True
P012921,Cultivate Out-Of-The-Box Mindshare,Sports,FREE,True
P003824,Repurpose Cutting-Edge Deliverables,Sports,11461.49,True
P004667,GreenYellow Quas,Books,19269.51,True
P011437,DeepSkyBlue Hic,Home,15937.22,True
P005507,LightGray Iure,Electronics,5613.13,True
P006645,Aquamarine Corporis,Toys,8842.66,True
P006335,Indigo Tenetur,Home,4387.57,True
P008451,OrangeRed Natus,Beauty,18875.87,True
P009259,DeepPink Voluptatibus,Grocery,6423.87,True
