payment_id,order_id,payment_amount,payment_method,payment_date
PM00008305,O00112492,4978.59,WALLET,2025-09-24 17:44:03.575136
PM00045360,O00068835,12246.61,CARD,2024-11-03 17:44:07.132213
PM00091165,O00141286,19144.69,NETBANKING,2024-05-04 17:44:09.319760
PM00063721,O00076926,3911.02,COD,2024-01-27 17:44:08.076823
PM00101035,O00139046,24817.63,UPI,2024-09-13 17:44:09.764743
PM00090113,O00124444,29529.21,COD,2025-04-19 17:44:09.272082
PM00018583,O00104562,44046.7,,2024-02-20 17:44:12.085475
PM00009950,O00119815,11032.96,COD,2024-04-23 17:44:03.731954
PM00058546,O00099755,30799.88,WALLET,2024-10-16 17:44:07.840941
PM00066811,O00016964,1462.19,UPI,2024-05-15 17:44:08.215933
PM00059201,O00167095,28323.59,CARD,2025-10-24 17:44:07.870367
PM00117181,O00011915,19568.07,WALLET,2025-01-22 17:44:10.511144
PM00117370,O00158084,46066.0,UPI,2024-03-22 17:44:10.519762
PM00098739,O00138746,41893.65,UPI,2024-11-29 17:44:09.660826
PM00005024,O00104212,34237.24,WALLET,2024-01-07 17:44:03.260672
PM00058183,O00105540,24342.85,COD,2024-06-24 17:44:07.824495
PM00109885,O00115569,505.31,UPI,2025-07-21 17:44:10.178230
PM00012589,__ORPHAN__,8826.93,UPI,2025-04-05 17:44:11.661708
PM00082101,O00092036,44534.53,UPI,2025-02-27 17:44:08.909693
PM00112086,O00034091,604.68,NETBANKING,2025-07-10 17:44:10.281218
PM00112740,O00148394,21212.86,COD,2025-07-22 17:44:10.311138
PM00050071,O00068844,36596.45,CARD,2024-09-24 17:44:07.458129
PM00062525,O00168087,8034.07,WALLET,2025-07-27 17:44:08.020757
PM00065135,O00118180,30593.59,,2024-07-04 17:44:10.895495
PM00042884,O00042785,29080.54,UPI,2024-10-12 17:44:06.893544
PM00056329,O00010320,20327.36,NETBANKING,2024-07-09 17:44:07.740304
PM00084483,O00003212,1491.87,COD,2024-02-16 17:44:09.016729
PM00098561,O00069470,35269.93,CARD,2025-04-18 17:44:09.652844
PM00057606,O00087184,28166.01,CARD,2025-07-20 17:44:07.798008
PM00067679,O00095911,14229.5,CARD,2024-06-29 17:44:08.255178
PM00017710,O00125165,8576.61,CARD,2024-03-18 17:44:04.474052
PM00017162,O00164327,-11.86573686794464,COD,2025-06-22 17:44:11.984733
PM00063153,O00093981,19329.94,WALLET,2025-03-25 17:44:08.049296
PM00017511,O00052473,34596.16,WALLET,2024-01-06 17:44:04.455022
PM00043629,O00162475,5717.44,CARD,2024-10-21 17:44:06.964258
PM00063473,O00129792,7476.37,COD,2025-04-10 17:44:08.065775
PM00073803,O00095341,35262.35,UPI,2025-01-21 17:44:08.534029
PM00039372,O00107504,42630.93,CARD,2025-11-14 17:44:06.558268
PM00028983,O00050112,34557.57,UPI,2024-09-12 17:44:05.560668
PM00093884,O00173495,36696.73,UPI,2024-08-30 17:44:09.441731
PM00032239,O00116759,12445.43,WALLET,2024-06-20 17:44:05.872994
PM00014029,__ORPHAN__,5017.99,UPI,2024-06-09 17:44:11.762649
PM00063263,O00112186,15528.81,NETBANKING,2024-07-12 17:44:08.055399
PM00089254,O00008010,33073.46,CARD,2024-05-21 17:44:09.233060
PM00070860,O00158963,19222.24,NETBANKING,2024-06-29 17:44:08.399515
PM00087192,O00167186,3296.43,NETBANKING,2025-01-07 17:44:09.139964
PM00050092,O00076394,5424.82,CARD,2025-05-23 17:44:07.459065
PM00003770,O00062389,41112.6,UPI,2024-12-30 17:44:03.138935
PM00054302,O00024688,27236.04,NETBANKING,2024-06-19 17:44:07.648422
PM00015919,O00024670,28737.85,UPI,2024-09-30 17:44:04.302635
PM00014191,O00019361,MANY,WALLET,2025-05-11 17:44:11.774615
PM00057156,O00025562,7539.01,CARD,2024-04-28 17:44:07.777611
PM00030651,O00057258,44307.67,COD,2024-10-01 17:44:05.720509
PM00040364,O00061224,38235.69,NETBANKING,2025-06-09 17:44:06.654221
PM00012038,O00080101,15078.74,WALLET,2025-06-30 17:44:03.931468
PM00008118,O00114807,9593.89,UPI,2024-06-20 17:44:03.557277
PM00025194,O00166856,11393.68,CARD,2025-03-04 17:44:05.197322
PM00067773,O00143123,48387.65,CARD,2024-12-28 17:44:08.259387
PM00042585,O00082462,14497.83,COD,2024-01-29 17:44:06.865388
PM00043256,O00163644,856.51,UPI,2024-04-22 17:44:06.928837
PM00104211,O00062811,31701.95,COD,2025-07-17 17:44:09.912666
PM00007501,O00076644,30639.22,COD,2024-09-09 17:44:03.496764
PM00036251,O00067138,28971.47,COD,2025-07-02 17:44:06.260803
PM00078023,O00160482,8465.86,UPI,2025-09-23 17:44:08.724960
PM00113140,O00139742,9461.48,CARD,2024-11-08 17:44:10.329145
PM00084579,O00079018,8956.57,NETBANKING,2024-06-28 17:44:09.021169
PM00061373,O00006700,40828.56,COD,2024-05-21 17:44:07.968577
PM00076713,O00105217,18435.2,CARD,2024-03-25 17:44:08.665859
PM00090728,O00144089,38748.72,UPI,2024-08-26 17:44:09.300021
PM00077182,O00054718,25343.01,WALLET,2025-10-08 17:44:08.686874
PM00008172,O00159389,39292.17,NETBANKING,2025-03-22 17:44:03.562356
PM00095370,O00069419,14644.77,CARD,2024-10-02 17:44:09.508759
PM00064838,O00097051,38617.79,NETBANKING,2024-04-19 17:44:08.126857
PM00090993,O00137173,47948.44,CARD,2024-06-15 17:44:09.311897
PM00030802,O00141983,47584.25,WALLET,2024-11-04 17:44:05.734811
PM00028953,O00025475,46475.75,NETBANKING,2024-06-11 17:44:05.557826
PM00025071,O00156514,10178.89,WALLET,2025-11-08 17:44:05.183134
PM00062248,O00018365,37505.72,UPI,2024-07-29 17:44:08.008247
PM00055451,O00076245,245.9,WALLET,2024-12-12 17:44:07.700144
PM00036310,O00057669,3376.02,CARD,2025-08-15 17:44:06.266457
PM00031405,O00041720,6746.86,CARD,2024-12-12 17:44:05.792649
PM00079875,O00061255,21579.23,CARD,2024-08-26 17:44:08.808478
PM00063136,O00053335,20643.45,UPI,2024-09-30 17:44:08.048376
PM00026961,O00147964,39537.91,WALLET,2025-08-09 17:44:05.366216
PM00037617,O00047480,38172.71,COD,2025-06-13 17:44:06.390877
PM00092652,O00000490,14245.36,WALLET,2024-01-19 17:44:09.386367
PM00051486,O00083824,36833.07,NETBANKING,2024-01-09 17:44:07.521845
PM00003028,O00037098,22176.49,CARD,2024-03-27 17:44:03.067438
PM00012744,O00153094,MANY,,2024-04-30 17:44:11.672485
PM00109104,O00096427,21879.12,NETBANKING,2024-02-03 17:44:10.142282
PM00043240,O00052338,43370.76,NETBANKING,2025-01-09 17:44:06.927286
PM00046932,O00080280,22054.57,CARD,2025-03-23 17:44:07.283012
PM00042989,O00070545,16827.72,NETBANKING,2024-10-02 17:44:06.903397
PM00010161,O00100427,6467.31,WALLET,2025-09-29 17:44:03.752722
PM00008713,O00056426,15164.18,WALLET,2024-04-01 17:44:03.614253
PM00103222,O00054420,45062.4,NETBANKING,2025-11-21 17:44:09.868003
PM00117886,O00155621,47523.65,NETBANKING,2024-07-03 17:44:10.543083
PM00098615,O00066798,26356.45,WALLET,2025-06-29 17:44:09.655286
PM00082236,O00060456,38869.41,UPI,2024-12-18 17:44:08.915649
PM00113876,O00103434,24432.31,WALLET,2025-10-23 17:44:10.362488
PM00008353,O00026274,851.06,UPI,2024-11-13 17:44:03.579747
PM00054733,O00021154,513.33,COD,2025-08-31 17:44:07.667805
PM00022751,O00116041,40383.48,CARD,2025-05-10 17:44:04.956340
PM00096511,O00042570,38942.88,UPI,2025-10-13 17:44:09.559846
PM00024039,O00096273,13045.25,COD,2024-05-14 17:44:05.083000
PM00033493,O00128694,709.58,UPI,2024-10-07 17:44:05.992405
PM00109054,O00029540,43582.65,CARD,2024-03-06 17:44:10.139949
PM00112212,O00142774,32754.67,WALLET,2024-05-30 17:44:10.287058
PM00052875,O00172559,23856.27,NETBANKING,2025-07-08 17:44:07.584373
PM00012104,O00004355,-539.4144998938127,COD,2025-03-13 17:44:11.627137
PM00000157,O00076417,3215.46,WALLET,2024-03-08 17:44:02.786576
PM00065674,O00140676,25028.99,CARD,2025-05-31 17:44:08.164549
PM00017564,O00053809,26871.47,NETBANKING,2025-02-23 17:44:04.460104
PM00105158,O00058676,2563.67,CARD,2024-07-06 17:44:09.959813
PM00117319,O00056887,11369.12,NETBANKING,2024-05-04 17:44:10.517418
PM00015460,O00062579,6815.82,NETBANKING,2025-11-18 17:44:04.258886
PM00110005,O00142203,33387.92,UPI,2025-04-25 17:44:10.183899
PM00061964,O00037975,39049.28,NETBANKING,2025-08-26 17:44:07.995316
PM00005792,O00094259,16150.18,WALLET,2025-08-11 17:44:03.333488
PM00041593,O00172740,17853.22,CARD,2024-07-23 17:44:06.770771
PM00050747,O00099782,30349.66,NETBANKING,2025-05-15 17:44:07.488583
PM00051418,O00107117,384.35,UPI,2025-03-20 17:44:07.518748
PM00097341,O00068865,22663.16,NETBANKING,2025-11-07 17:44:09.597338
PM00042606,O00174126,15578.09,UPI,2024-02-15 17:44:06.867348
PM00020286,O00136241,12882.1,CARD,2024-05-25 17:44:04.721463
PM00096315,O00031297,2771.31,CARD,2025-07-14 17:44:09.551176
PM00011258,O00029030,22042.32,WALLET,2024-10-04 17:44:03.856563
PM00033693,O00036332,42109.48,CARD,2025-01-01 17:44:11.618784
PM00045589,O00083369,7739.41,NETBANKING,2025-04-13 17:44:07.154895
PM00004136,O00052835,43969.94,WALLET,2025-08-26 17:44:03.176084
PM00091662,O00073484,8468.93,COD,2024-09-13 17:44:09.341814
PM00066583,O00079189,841.17,CARD,2024-04-24 17:44:08.205786
PM00016315,O00117663,3214.25,CARD,2025-05-11 17:44:04.341419
PM00091841,O00030727,27763.46,NETBANKING,2025-11-25 17:44:09.349852
PM00089720,O00005784,47745.53,NETBANKING,2025-02-18 17:44:09.254104
PM00014909,__ORPHAN__,44190.69,WALLET,2024-07-28 17:44:11.824940
PM00090671,O00053696,36595.58,CARD,2024-01-07 17:44:09.297397
PM00065807,O00100569,14628.0,UPI,2024-07-25 17:44:08.170443
PM00045373,O00158880,29663.27,WALLET,2025-06-09 17:44:07.133433
PM00087342,O00018486,34327.93,CARD,2025-08-20 17:44:09.146931
PM00102781,O00094622,4802.83,WALLET,2025-05-28 17:44:09.848206
PM00086692,O00120401,11460.12,COD,2025-08-05 17:44:09.117688
PM00002013,O00112857,20507.51,NETBANKING,2024-06-22 17:44:02.968139
PM00036421,O00030634,45056.91,WALLET,2024-06-22 17:44:06.277065
PM00059336,O00077045,37981.41,COD,2024-01-13 17:44:07.876499
PM00114834,O00015907,43023.32,COD,2024-10-17 17:44:10.405585
PM00024268,O00015337,49323.9,WALLET,2025-10-11 17:44:05.105387
PM00111347,O00107975,14032.41,UPI,2025-09-15 17:44:10.247165
PM00034278,O00110723,27582.01,WALLET,2024-04-09 17:44:06.071873
PM00115362,O00110913,37507.31,COD,2024-04-09 17:44:10.429357
PM00049278,O00150227,13092.81,WALLET,2024-05-31 17:44:07.422209
PM00018336,O00134051,9941.45,,2025-09-05 17:44:12.068068
PM00032339,O00019761,29589.67,CARD,2025-02-09 17:44:05.882603
PM00001827,O00013779,-575.121390740691,WALLET,2024-08-28 17:44:10.877970
PM00017118,O00029880,-391.5511387113188,,2024-05-12 17:44:11.981625
PM00003223,O00059176,43089.41,WALLET,2024-11-06 17:44:03.086073
PM00031699,O00104656,37501.86,UPI,2025-03-24 17:44:05.820795
PM00102141,O00036053,7762.15,COD,2025-01-11 17:44:09.819290
PM00076017,O00137196,9608.38,UPI,2025-08-10 17:44:08.634586
PM00013878,O00057568,22951.03,COD,2024-02-17 17:44:04.107706
PM00056551,O00016127,9577.09,NETBANKING,2025-03-18 17:44:07.750226
PM00071129,O00114521,11461.6,UPI,2024-05-21 17:44:08.411620
PM00036824,O00034643,11912.92,CARD,2025-06-07 17:44:06.315609
PM00011710,O00017699,-241.81215828359896,UPI,2024-06-11 17:44:11.598717
PM00111442,O00148127,7211.74,COD,2025-05-31 17:44:10.251381
PM00074981,O00143986,2041.02,COD,2024-04-14 17:44:08.588033
PM00104222,O00126306,21102.2,WALLET,2024-12-30 17:44:09.913150
PM00087450,O00093073,37587.64,NETBANKING,2025-02-14 17:44:09.151721
PM00081987,O00158440,39177.31,UPI,2025-01-06 17:44:08.904207
PM00054670,O00152298,6258.62,WALLET,2025-08-03 17:44:07.665017
PM00106520,O00154021,16873.84,UPI,2025-03-14 17:44:10.022822
PM00002392,O00163321,37069.43,COD,2024-05-09 17:44:03.006326
PM00010000,O00124891,5330.83,WALLET,2024-01-27 17:44:03.736785
PM00046098,O00089955,11101.96,NETBANKING,2024-10-07 17:44:07.203732
PM00052317,O00051620,17303.02,UPI,2024-12-22 17:44:07.559210
PM00021637,O00120823,23916.79,NETBANKING,2025-02-21 17:44:04.849644
PM00034794,O00016567,30089.02,NETBANKING,2024-01-24 17:44:06.121040
PM00009262,O00122725,-408.3120924096293,CARD,2025-09-25 17:44:11.425388
PM00024491,O00041747,41922.45,WALLET,2025-07-02 17:44:05.126894
PM00040113,O00097720,2772.04,UPI,2025-10-16 17:44:06.630506
PM00054931,O00155729,24429.35,CARD,2024-04-22 17:44:07.676789
PM00032688,O00160416,34870.11,,2024-04-26 17:44:11.488571
PM00051865,O00035159,11304.69,WALLET,2024-03-01 17:44:07.538703
PM00114836,O00125560,33878.1,NETBANKING,2025-07-22 17:44:10.405673
PM00047956,O00137042,3241.45,WALLET,2024-09-01 17:44:07.361689
PM00058681,O00092786,46046.78,COD,2025-02-24 17:44:07.847007
PM00032846,O00035077,24762.11,UPI,2024-03-04 17:44:05.930836
PM00010095,O00085558,21304.21,COD,2025-02-15 17:44:03.746430
PM00036016,O00013692,46042.33,WALLET,2024-12-24 17:44:06.237706
PM00010986,O00152607,41315.1,CARD,2025-08-22 17:44:03.831062
PM00078538,O00031536,33912.07,NETBANKING,2024-09-29 17:44:08.748303
PM00088398,O00038057,393.58,UPI,2024-02-05 17:44:11.143033
PM00023807,O00054558,30782.14,CARD,2025-07-12 17:44:05.059027
PM00089352,O00150899,38279.96,COD,2025-03-17 17:44:09.237530
PM00087655,O00062586,23980.29,UPI,2024-04-12 17:44:09.161022
PM00080085,O00005464,390.86,COD,2024-10-10 17:44:08.818200
PM00031728,O00018824,20431.52,WALLET,2024-09-21 17:44:05.823527
PM00049045,O00077999,853.22,COD,2024-09-20 17:44:07.411800
PM00041955,O00174550,27662.53,WALLET,2025-08-24 17:44:06.804968
PM00095156,O00059058,14244.34,WALLET,2025-02-01 17:44:09.499210
PM00037067,O00046665,23978.15,COD,2025-07-28 17:44:06.338631
PM00113404,O00158583,45719.09,NETBANKING,2025-02-01 17:44:10.341098
PM00090178,O00089052,23875.11,NETBANKING,2025-07-18 17:44:09.275060
PM00089105,O00174572,15077.66,CARD,2025-06-04 17:44:09.226452
PM00037717,O00004796,24729.78,CARD,2025-02-28 17:44:06.400356
PM00009640,O00094324,30026.85,NETBANKING,2025-01-21 17:44:03.702520
PM00042880,O00136167,39618.53,,2024-05-29 17:44:11.678060
PM00067975,O00160317,34075.72,COD,2024-11-27 17:44:08.268537
PM00099370,O00130597,10552.99,WALLET,2025-05-09 17:44:09.689050
PM00044388,O00118645,3186.9,NETBANKING,2024-06-29 17:44:07.036292
PM00033226,O00126342,32460.57,CARD,2025-02-25 17:44:05.966882
PM00012706,__ORPHAN__,5192.11,CARD,2025-10-29 17:44:11.669783
PM00000377,O00091882,44191.79,CARD,2024-05-31 17:44:02.808196
PM00104526,O00150090,42633.61,NETBANKING,2024-12-21 17:44:09.926904
PM00107785,O00128454,47478.64,NETBANKING,2024-05-14 17:44:10.767738
PM00023653,O00062213,10446.77,NETBANKING,2024-07-09 17:44:05.041970
PM00095953,O00012460,32054.87,UPI,2024-08-27 17:44:09.534830
PM00093583,O00148129,11206.45,COD,2025-04-16 17:44:09.428278
PM00039401,O00065597,7540.42,WALLET,2025-08-11 17:44:06.560974
PM00007257,O00090172,4480.32,WALLET,2024-03-29 17:44:03.473599
PM00101097,O00014025,25100.15,WALLET,2024-11-06 17:44:09.767580
PM00068856,O00146927,33817.66,COD,2024-06-10 17:44:08.308344
PM00005949,O00078200,3225.5,NETBANKING,2024-02-16 17:44:03.348614
PM00098763,O00007008,30339.84,WALLET,2025-05-19 17:44:09.661880
PM00048611,O00100197,23274.55,NETBANKING,2024-11-29 17:44:07.392329
PM00080666,O00065504,231.94,COD,2025-10-25 17:44:08.844172
PM00048191,O00147531,9521.42,WALLET,2024-09-13 17:44:07.372399
PM00104574,O00167904,153.4,COD,2025-10-11 17:44:09.929050
PM00067741,O00032938,40253.63,COD,2024-07-12 17:44:08.257977
PM00096554,O00102046,41462.93,NETBANKING,2025-08-29 17:44:09.561757
PM00008711,O00031562,30704.27,,2024-02-29 17:44:11.386879
PM00038132,O00016156,46794.7,CARD,2024-07-18 17:44:06.440634
PM00117547,O00114948,27123.75,UPI,2024-02-21 17:44:10.527779
PM00064381,O00021372,3178.26,COD,2025-01-13 17:44:08.106591
PM00090486,O00005871,9578.73,NETBANKING,2024-08-17 17:44:09.289110
PM00037134,O00155432,8544.97,NETBANKING,2025-11-06 17:44:06.345088
PM00007946,O00016334,49564.75,WALLET,2025-11-19 17:44:03.540230
PM00055633,O00066447,7519.11,WALLET,2025-10-11 17:44:07.708446
PM00004685,O00071207,-716.3784727162467,NETBANKING,2024-04-27 17:44:11.084604
PM00106860,O00161678,22148.27,CARD,2024-04-28 17:44:10.038526
PM00098367,O00157644,38383.86,NETBANKING,2024-10-30 17:44:09.644245
PM00079724,O00096637,48531.63,CARD,2024-03-07 17:44:08.801811
PM00006448,O00059257,11863.72,CARD,2025-02-04 17:44:03.396695
PM00104856,O00131429,32661.34,CARD,2024-12-02 17:44:09.944321
PM00063121,O00020179,2732.14,CARD,2025-03-16 17:44:08.047504
PM00041021,O00076305,40353.41,UPI,2024-08-26 17:44:06.716440
PM00029158,O00165203,1611.38,WALLET,2024-08-20 17:44:05.577273
PM00094069,O00105965,6163.8,CARD,2025-10-22 17:44:09.450191
PM00087944,O00030461,44431.64,UPI,2024-08-24 17:44:09.174041
PM00011969,__ORPHAN__,45167.72,WALLET,2025-08-16 17:44:11.617023
PM00018204,O00084073,-891.376006738009,UPI,2025-06-01 17:44:12.058482
PM00008232,O00157033,32173.57,,2025-03-25 17:44:11.353178
PM00107598,O00153008,45574.3,NETBANKING,2024-07-04 17:44:10.072834
PM00089763,O00100213,47561.29,CARD,2025-07-04 17:44:09.256039
PM00100243,O00116092,39488.12,NETBANKING,2025-09-28 17:44:09.728836
PM00020971,O00152226,38341.48,COD,2025-10-11 17:44:04.786348
PM00019461,__ORPHAN__,21357.81,CARD,2024-04-16 17:44:12.146787
PM00016863,O00137342,46565.68,UPI,2024-03-03 17:44:04.393656
PM00020708,O00120746,25593.61,NETBANKING,2025-09-20 17:44:04.761313
PM00111068,O00112766,40487.74,UPI,2025-05-18 17:44:10.234426
PM00034129,O00075623,6622.94,CARD,2024-01-06 17:44:06.055169
PM00009540,__ORPHAN__,42098.66,UPI,2025-05-03 17:44:11.445006
PM00054871,O00098835,36653.31,CARD,2024-02-24 17:44:07.674013
PM00084523,O00019410,35894.49,NETBANKING,2024-05-01 17:44:09.018606
PM00050832,O00038795,6054.24,UPI,2025-10-27 17:44:07.492369
PM00094252,O00104434,9374.15,WALLET,2025-04-04 17:44:09.458491
PM00059672,O00106530,36561.9,COD,2024-04-30 17:44:07.891325
PM00003368,O00170285,-976.9610935467847,UPI,2024-11-28 17:44:10.988975
PM00055195,O00030648,45579.18,CARD,2024-07-27 17:44:07.688553
PM00110885,O00072297,30655.11,UPI,2024-08-27 17:44:10.226035
PM00048421,O00099254,4910.7,WALLET,2024-11-10 17:44:07.383301
PM00070282,O00063990,42654.19,NETBANKING,2025-09-19 17:44:08.373069
PM00101901,O00111101,28881.07,NETBANKING,2024-03-23 17:44:09.808103
PM00029880,O00070682,49554.73,CARD,2024-02-05 17:44:05.646101
PM00030299,O00149776,46193.15,CARD,2024-02-28 17:44:10.749189
PM00094050,O00101050,27253.46,CARD,2025-04-16 17:44:09.449345
PM00117868,O00060101,7230.38,COD,2024-02-18 17:44:10.542287
PM00080865,O00028344,14181.42,UPI,2024-09-19 17:44:08.852989
PM00023251,O00158126,43605.79,UPI,2025-06-27 17:44:05.003934
PM00058560,O00019386,16696.45,WALLET,2025-05-04 17:44:07.841566
PM00091766,O00061993,44026.45,NETBANKING,2024-08-29 17:44:09.346485
PM00005285,O00036311,21537.17,COD,2024-06-07 17:44:03.285509
PM00072904,O00085233,27197.46,CARD,2025-03-07 17:44:08.493237
PM00054977,O00120553,44609.08,UPI,2025-09-13 17:44:07.678838
PM00051840,O00128769,5924.5,UPI,2025-02-02 17:44:07.537594
PM00098291,O00038111,40752.0,UPI,2024-01-24 17:44:09.640842
PM00005542,O00080380,49835.92,NETBANKING,2024-08-16 17:44:03.309629
PM00011251,O00146139,-782.9563727018882,NETBANKING,2025-09-12 17:44:11.565811
PM00017528,O00105484,19964.13,WALLET,2024-08-29 17:44:04.456681
PM00052366,O00047780,42089.77,UPI,2025-06-15 17:44:07.561364
PM00030675,O00077027,30332.83,WALLET,2025-01-25 17:44:05.722809
PM00005724,O00044147,38590.49,CARD,2025-02-12 17:44:03.326937
PM00053015,O00171947,5915.46,UPI,2025-02-16 17:44:07.590556
PM00074243,O00026515,30790.05,CARD,2025-08-12 17:44:08.553989
PM00006511,O00031293,26520.34,COD,2025-02-12 17:44:03.402590
PM00078676,O00155061,32045.14,NETBANKING,2025-05-26 17:44:08.754683
PM00023552,O00151453,24288.69,WALLET,2025-10-05 17:44:05.032466
PM00059737,O00077365,17649.06,NETBANKING,2025-11-04 17:44:07.894436
PM00004805,O00052581,38436.57,,2025-09-16 17:44:11.006570
PM00007631,O00071924,8336.43,WALLET,2025-04-17 17:44:03.509132
PM00023139,O00139620,25419.48,COD,2025-09-29 17:44:04.993220
PM00085028,O00107694,31139.24,NETBANKING,2025-09-14 17:44:09.042191
PM00009266,O00053273,-799.179661887711,NETBANKING,2024-05-01 17:44:11.425679
PM00005538,O00050361,28681.3,WALLET,2024-01-15 17:44:03.309254
PM00107509,O00005235,41530.51,UPI,2025-08-26 17:44:10.068739
PM00067589,O00115120,29381.9,COD,2025-09-07 17:44:08.251054
PM00053392,O00164225,49369.22,WALLET,2025-06-07 17:44:07.607368
PM00021966,O00120922,30482.33,CARD,2025-03-19 17:44:04.880987
PM00004254,O00077419,MANY,COD,2024-03-18 17:44:11.053326
PM00069747,O00066326,29889.45,CARD,2024-10-30 17:44:08.348692
PM00061695,O00111990,22337.97,NETBANKING,2025-07-07 17:44:07.983156
PM00029394,O00144514,8701.92,CARD,2024-12-30 17:44:05.599893
PM00014981,O00144908,5133.39,CARD,2025-01-10 17:44:04.213195
PM00029652,O00150831,362.2,WALLET,2024-09-30 17:44:05.624413
PM00085316,O00140505,10197.42,CARD,2024-01-09 17:44:09.055106
PM00039411,O00052720,5182.45,COD,2025-02-16 17:44:06.561905
PM00034354,O00160364,6353.5,UPI,2024-10-11 17:44:06.079179
PM00083357,O00050364,32926.43,NETBANKING,2024-02-10 17:44:08.965749
PM00051149,O00157684,26566.98,NETBANKING,2025-08-25 17:44:07.506643
PM00022130,O00088749,9891.67,WALLET,2025-04-27 17:44:04.897255
PM00003540,O00148095,MANY,COD,2024-07-25 17:44:11.001297
PM00041553,O00078184,9084.93,COD,2024-12-23 17:44:06.766995
PM00059372,O00099474,2043.16,CARD,2024-03-30 17:44:07.878098
PM00074709,O00070974,37577.93,NETBANKING,2024-10-21 17:44:08.575644
PM00054058,O00034522,43142.32,NETBANKING,2024-08-20 17:44:07.637506
PM00015598,O00000988,35154.88,NETBANKING,2024-03-21 17:44:04.271980
PM00015884,O00123334,MANY,NETBANKING,2025-11-19 17:44:11.894633
PM00060869,O00088588,26148.07,UPI,2025-03-17 17:44:07.945999
PM00035693,O00044734,31237.56,COD,2025-11-20 17:44:06.206827
PM00028132,O00100175,38790.97,NETBANKING,2024-04-19 17:44:05.478499
PM00056722,O00042436,15015.12,COD,2024-01-09 17:44:07.758044
PM00093603,O00141022,25329.53,WALLET,2025-10-29 17:44:09.429168
PM00032534,O00089343,7824.3,UPI,2024-09-10 17:44:05.901119
PM00086943,O00127186,35711.61,UPI,2025-05-20 17:44:09.128945
PM00109515,O00046818,42205.13,NETBANKING,2024-05-30 17:44:10.161100
PM00080215,O00017780,45036.45,CARD,2024-10-09 17:44:08.823948
PM00098142,O00113628,11744.03,UPI,2025-10-10 17:44:09.634223
PM00030823,O00077352,22680.35,NETBANKING,2025-09-02 17:44:05.737117
PM00111170,O00132456,10283.74,WALLET,2025-09-15 17:44:10.239248
PM00054771,O00154752,956.05,WALLET,2024-05-29 17:44:07.669491
PM00051491,O00012509,44955.74,WALLET,2024-11-24 17:44:11.971715
PM00009023,O00027024,MANY,WALLET,2025-06-18 17:44:11.408550
PM00075170,O00142397,38486.25,CARD,2024-06-27 17:44:08.596668
PM00076315,O00098436,21551.68,NETBANKING,2024-09-10 17:44:08.648105
PM00015644,O00078064,15936.2,CARD,2024-06-28 17:44:04.276356
PM00015536,O00020880,49402.2,CARD,2024-06-05 17:44:04.266111
PM00053768,O00083887,1358.03,NETBANKING,2025-02-10 17:44:07.624240
PM00053286,O00048701,11105.65,WALLET,2025-10-17 17:44:07.602663
PM00015820,O00051402,35769.39,CARD,2024-07-31 17:44:10.982938
PM00017288,O00097215,-298.338832574316,COD,2024-05-06 17:44:11.993654
PM00022969,O00172573,42722.97,WALLET,2025-08-11 17:44:04.977046
PM00068021,O00161404,11296.15,UPI,2024-03-17 17:44:08.270602
PM00061421,O00078343,10976.1,CARD,2024-02-22 17:44:07.970779
PM00072786,O00020436,35966.04,UPI,2025-05-01 17:44:08.487928
PM00000149,O00087435,12179.29,WALLET,2025-02-11 17:44:02.785804
PM00058935,O00019438,18917.66,WALLET,2024-08-29 17:44:07.858411
PM00019098,__ORPHAN__,33209.07,,2024-11-10 17:44:12.121472
PM00011274,O00028107,10523.66,,2024-01-18 17:44:11.567513
PM00026295,O00045167,19765.61,COD,2025-04-04 17:44:05.302674
PM00032463,O00013146,48473.98,WALLET,2025-02-10 17:44:05.894372
PM00111772,O00111199,850.02,UPI,2025-03-29 17:44:10.266579
PM00008527,O00097338,37036.81,UPI,2025-02-08 17:44:03.596392
PM00075611,O00172363,4534.07,NETBANKING,2024-05-07 17:44:08.616480
PM00029859,O00030334,1567.44,UPI,2025-06-25 17:44:05.644122
PM00017782,__ORPHAN__,7699.14,,2025-01-07 17:44:12.028370
PM00109714,O00137248,40346.21,CARD,2025-05-25 17:44:10.170172
PM00068911,O00001957,18242.71,NETBANKING,2025-10-21 17:44:08.310774
PM00078670,O00064215,8057.3,NETBANKING,2025-02-24 17:44:08.754419
PM00108544,O00044011,18113.2,UPI,2025-08-31 17:44:10.116505
PM00008969,O00125872,-933.7060079830804,CARD,2025-04-23 17:44:11.404762
PM00077898,O00083964,48686.22,WALLET,2024-01-18 17:44:08.719179
PM00023214,O00059897,29232.82,CARD,2025-08-25 17:44:05.000313
PM00023014,O00033776,49441.12,UPI,2025-02-06 17:44:04.981274
PM00081708,O00120772,40661.11,NETBANKING,2025-09-14 17:44:08.891882
PM00112580,O00029797,8072.08,UPI,2024-08-23 17:44:10.303693
PM00094248,O00052827,10809.81,CARD,2024-05-14 17:44:09.458312
PM00084175,O00154188,35377.67,NETBANKING,2025-01-12 17:44:09.002994
PM00019782,O00082990,15491.59,NETBANKING,2024-02-12 17:44:04.672775
PM00102848,O00081290,37549.97,UPI,2024-12-04 17:44:09.851190
PM00013754,O00012636,17960.04,,2024-12-19 17:44:11.743252
