order_id,customer_code,order_date,status,order_city,order_state
O00108396,C0016997,2025-10-29 11:51:09.050952,SHIPPED,Tadipatri,Meghalaya
O00157378,C0170505,2024-02-01 22:43:48.050952,DELIVERED,Rewa,Andhra Pradesh
O00144795,C0095353,2025-09-03 05:45:31.050952,DELIVERED,Hazaribagh,Odisha
O00127249,C0030130,2023-12-11 13:43:46.050952,SHIPPED,Bahraich,Sikkim
O00074094,C0095793,2025-05-20 01:22:32.050952,SHIPPED,Ambattur,Telangana
O00133268,C0046322,2024-12-27 20:47:22.050952,SHIPPED,Tinsukia,Karnataka
O00129810,C0202603,2024-08-18 07:03:16.050952,RETURNED,Aizawl,Manipur
O00078368,C0070882,2024-07-02 01:39:10.050952,SHIPPED,Jorhat,Assam
O00146130,C0015640,2024-01-31 17:01:39.050952,SHIPPED,Jaunpur,Haryana
O00155450,C0158661,2025-09-06 11:09:39.050952,SHIPPED,Tumkur,Punjab
O00024822,C0079307,2025-03-13 18:38:22.221628,DELIVERED,Amroha,
O00032338,C0118117,2024-10-14 20:21:27.050952,PLACED,Medininagar,Rajasthan
O00036876,C0070850,2024-12-03 12:01:27.050952,DELIVERED,Tinsukia,Bihar
O00105090,C0193700,2024-05-16 20:32:03.221628,DELIVERED,Kamarhati,Karnataka
O00076797,C0146917,2025-03-02 09:37:44.050952,PLACED,Thiruvananthapuram,Odisha
O00169756,C0028337,2025-01-21 13:32:33.050952,PLACED,Aurangabad,Haryana
O00015487,C0204023,2024-05-03 17:12:36.050952,SHIPPED,Varanasi,Sikkim
O00016402,__ORPHAN__,2024-06-14 06:28:06.221628,DELIVERED,Katihar,Gujarat
O00028340,C0111142,2026-02-26 17:43:39.841075,DELIVERED,Lucknow,Bihar
O00076002,C0029659,2024-03-09 23:55:22.050952,SHIPPED,Muzaffarpur,Kerala
O00087762,C0147467,2023-12-24 01:13:21.050952,DELIVERED,Katni,Sikkim
O00071698,C0002268,2025-02-11 03:10:22.050952,SHIPPED,Vasai-Virar,Gujarat
O00027794,C0028791,2026-02-12 17:43:39.794448,RETURNED,Pallavaram,Andhra Pradesh
O00100509,C0073689,2024-09-07 16:13:05.050952,RETURNED,Ahmednagar,Tamil Nadu
O00161912,C0063163,2025-04-20 16:39:37.050952,SHIPPED,North Dumdum,Mizoram
O00164215,C0015656,2024-02-21 11:22:02.050952,PLACED,Maheshtala,Chhattisgarh
O00155707,C0162098,2025-11-12 09:31:07.221628,SHIPPED,Aizawl,Mizoram
O00159346,C0091331,2025-06-21 13:01:10.050952,RETURNED,Chinsurah,Odisha
O00010418,C0093296,2025-09-19 08:03:54.050952,DELIVERED,Kakinada,West Bengal
O00085489,C0211377,2025-04-02 12:00:21.050952,PLACED,Thanjavur,Haryana
O00027505,C0013431,2025-04-05 15:30:12.050952,SHIPPED,Belgaum,Uttar Pradesh
O00103168,C0184120,2025-09-28 03:29:56.050952,DELIVERED,Ahmedabad,Nagaland
O00024197,C0033745,2025-02-01 21:54:10.050952,SHIPPED,Ongole,Uttarakhand
O00147452,C0115556,2024-11-10 06:22:08.050952,DELIVERED,Tinsukia,Arunachal Pradesh
O00053307,C0152731,2025-11-07 11:15:22.050952,DELIVERED,Fatehpur,Chhattisgarh
O00083047,C0186025,2024-05-07 11:51:32.050952,SHIPPED,Hindupur,Gujarat
O00043882,C0082891,2023-12-07 07:55:33.050952,SHIPPED,Thanjavur,Arunachal Pradesh
O00150055,C0037007,2024-03-21 16:40:35.050952,SHIPPED,Mira-Bhayandar,Haryana
O00098046,C0111413,2024-03-24 06:31:42.050952,DELIVERED,Raurkela Industrial Township,Karnataka
O00141809,C0109384,2025-02-14 07:46:46.050952,DELIVERED,Alwar,Uttarakhand
O00007742,C0015616,2025-02-17 06:35:54.050952,SHIPPED,Tiruchirappalli,Haryana
O00000048,C0075648,2024-05-25 14:27:58.221628,PLACED,Hubli–Dharwad,
O00087240,C0124672,2024-10-04 14:38:58.050952,SHIPPED,Khandwa,Rajasthan
O00114479,C0211798,2024-09-28 05:55:55.050952,SHIPPED,Gulbarga,Nagaland
O00021024,__ORPHAN__,2025-07-13 02:36:46.221628,RETURNED,Mira-Bhayandar,Bihar
O00151514,C0082655,2024-04-26 08:43:53.050952,RETURNED,Mango,Uttar Pradesh
O00015333,C0034560,2025-10-02 04:59:58.050952,PLACED,Durgapur,Jharkhand
O00005964,C0112235,2025-05-19 16:43:26.221628,PLACED,Kottayam,
O00139070,C0070696,2024-04-11 10:20:49.050952,SHIPPED,Medininagar,Goa
O00048564,C0059876,2025-05-01 18:31:21.050952,DELIVERED,Darbhanga,Arunachal Pradesh
O00026927,C0121260,2025-04-14 16:35:16.050952,SHIPPED,Bhilai,Punjab
O00105524,C0000723,2024-12-19 05:58:02.221628,SHIPPED,Gangtok,Sikkim
O00153562,C0116145,2025-09-21 21:20:07.050952,PLACED,Siliguri,Assam
O00126723,C0162735,2024-12-05 09:35:15.050952,SHIPPED,Kozhikode,Maharashtra
O00008241,C0164298,2024-07-31 23:22:21.050952,PLACED,Dhanbad,Arunachal Pradesh
O00140442,C0018014,2024-12-07 15:10:35.050952,DELIVERED,Nagercoil,Gujarat
O00063506,C0029218,2025-10-23 11:49:27.050952,SHIPPED,Mathura,Punjab
O00021803,C0175267,2025-07-28 10:54:43.050952,SHIPPED,Avadi,Kerala
O00033044,C0109928,2024-10-16 19:06:39.050952,SHIPPED,Tirunelveli,Nagaland
O00171278,C0139348,2024-01-05 05:37:45.050952,PLACED,Bhatpara,Gujarat
O00101565,C0062075,2024-11-04 13:56:30.050952,PLACED,Rourkela,Uttar Pradesh
O00132339,C0038254,2025-01-13 13:58:47.050952,DELIVERED,Thane,Andhra Pradesh
O00157289,C0024051,2025-07-27 10:05:52.050952,RETURNED,Raipur,Mizoram
O00089777,C0047267,2024-03-07 05:17:33.221628,RETURNED,Etawah,Uttar Pradesh
O00086528,C0019633,2024-01-21 02:20:53.050952,PLACED,Etawah,Goa
O00031162,C0006586,2024-01-27 23:14:01.050952,DELIVERED,Surendranagar Dudhrej,Arunachal Pradesh
O00156491,C0088414,2025-03-28 19:27:48.050952,PLACED,Bikaner,Punjab
O00086429,C0189266,2025-02-03 11:37:52.050952,RETURNED,Ballia,Goa
O00137086,C0169733,2025-06-04 20:07:54.050952,RETURNED,Eluru,Haryana
O00078701,C0080210,2025-10-30 09:26:25.050952,SHIPPED,Shahjahanpur,Uttar Pradesh
O00128504,C0025746,2025-08-27 12:06:03.050952,SHIPPED,Meerut,West Bengal
O00033783,C0189729,2024-07-04 21:38:29.050952,SHIPPED,Navi Mumbai,Chhattisgarh
O00090970,C0038240,2024-03-20 17:13:51.050952,SHIPPED,Patna,Karnataka
O00085300,C0068081,2025-03-12 02:24:57.050952,DELIVERED,Anand,Mizoram
O00010894,C0093917,2024-06-13 02:00:06.050952,SHIPPED,Kozhikode,Manipur
O00134713,C0120690,2024-07-08 15:48:11.050952,DELIVERED,Ghaziabad,Manipur
O00029884,C0055893,2025-10-05 20:36:30.050952,DELIVERED,Gorakhpur,Mizoram
O00132459,C0083211,2024-02-19 22:57:17.050952,RETURNED,Gangtok,Gujarat
O00133616,C0055278,2024-09-29 12:12:38.050952,DELIVERED,Suryapet,Sikkim
O00044321,C0108437,2024-03-30 14:40:24.050952,DELIVERED,Berhampur,Tamil Nadu
O00064081,C0129834,2025-10-28 00:00:43.050952,SHIPPED,Mathura,Uttarakhand
O00002144,C0189332,2025-09-06 17:01:42.050952,PLACED,Raiganj,Haryana
O00141757,C0044857,2024-09-02 20:42:53.050952,SHIPPED,Hindupur,West Bengal
O00017270,C0094976,2024-02-27 09:06:32.050952,DELIVERED,Bhilwara,Manipur
O00100338,C0028158,2025-07-12 16:59:24.050952,DELIVERED,Bhagalpur,Sikkim
O00019074,C0178050,2024-10-13 21:25:03.050952,PLACED,Mira-Bhayandar,Manipur
O00053880,C0151314,2024-01-31 20:14:34.050952,SHIPPED,Vasai-Virar,Telangana
O00109325,C0160516,2024-02-05 15:58:22.050952,SHIPPED,Raiganj,Punjab
O00034518,C0034278,2024-09-22 06:46:26.050952,SHIPPED,Anantapur,Rajasthan
O00071175,C0086857,2025-03-07 01:09:42.050952,PLACED,Korba,Uttar Pradesh
O00002651,C0169051,2025-12-28 17:43:37.450447,RETURNED,Gaya,Telangana
O00063788,C0099121,2024-11-30 11:46:51.050952,DELIVERED,Pali,Chhattisgarh
O00002204,C0165071,2024-04-26 01:08:10.221628,DELIVERED,Udupi,
O00028470,C0048064,2024-01-31 14:50:34.050952,PLACED,Khandwa,Arunachal Pradesh
O00015306,C0036729,2025-07-31 20:17:56.221628,SHIPPED,Ghaziabad,
O00096753,C0045848,2024-11-13 09:58:30.050952,SHIPPED,Silchar,Meghalaya
O00149414,C0194037,2025-11-09 06:13:12.221628,SHIPPED,Bathinda,Arunachal Pradesh
O00068931,C0134379,2025-06-19 02:05:20.050952,SHIPPED,Darbhanga,Punjab
O00089690,C0186681,2024-11-21 15:10:59.050952,SHIPPED,Mehsana,Kerala
O00025757,C0178358,2025-04-27 02:03:31.050952,SHIPPED,Bihar Sharif,Andhra Pradesh
O00105516,C0031453,2023-12-10 03:37:36.050952,SHIPPED,Bidhannagar,Goa
O00163859,C0076744,2024-05-29 16:45:37.050952,PLACED,Panchkula,Himachal Pradesh
O00062895,C0063687,2025-08-25 06:59:17.050952,SHIPPED,Phusro,Telangana
O00034336,C0036614,2025-09-08 02:12:57.050952,PLACED,Rampur,Gujarat
O00024844,C0102807,2025-09-15 21:27:53.050952,SHIPPED,Loni,Bihar
O00111784,C0160202,2025-03-18 04:33:25.050952,SHIPPED,Rohtak,Uttarakhand
O00023602,C0005995,2024-06-29 22:44:45.050952,PLACED,Kochi,Punjab
O00071267,C0130964,2025-05-24 04:32:23.050952,SHIPPED,Sambalpur,Sikkim
O00065368,C0210125,2025-06-26 08:55:54.050952,SHIPPED,Kochi,Rajasthan
O00099666,C0149303,2024-07-01 05:07:51.050952,SHIPPED,Shimoga,Andhra Pradesh
O00018568,C0031328,2024-11-14 00:23:48.050952,SHIPPED,Chennai,Uttarakhand
O00116522,C0061158,2024-09-20 04:01:21.050952,DELIVERED,Hajipur,Goa
O00061227,C0055673,2025-11-24 12:23:32.050952,PLACED,Tinsukia,Jharkhand
O00121119,C0060419,2025-10-19 07:22:44.050952,PLACED,Kalyan-Dombivli,Tamil Nadu
O00080193,C0038141,2024-01-21 23:31:29.050952,SHIPPED,Bettiah,Maharashtra
O00024227,__ORPHAN__,2025-03-13 17:41:17.221628,RETURNED,Dewas,Rajasthan
O00134033,C0188479,2025-07-29 19:59:48.050952,DELIVERED,Berhampur,Tamil Nadu
O00021371,C0171706,2026-01-06 17:43:39.212565,RETURNED,Anantapur,Nagaland
O00037904,C0151192,2024-02-19 15:24:02.050952,PLACED,Visakhapatnam,Uttar Pradesh
O00035491,C0013457,2025-01-08 12:21:20.050952,SHIPPED,Bilaspur,Karnataka
O00118828,C0008107,2025-02-12 23:08:45.050952,DELIVERED,Mathura,Rajasthan
O00002899,C0093708,2024-07-24 18:00:27.050952,PLACED,Kolkata,Kerala
O00146016,C0102328,2024-03-06 20:29:50.050952,DELIVERED,Asansol,Telangana
O00154345,C0182754,2023-12-12 08:09:14.050952,DELIVERED,Katni,Sikkim
O00111650,C0068242,2024-03-12 07:27:29.050952,SHIPPED,Davanagere,Meghalaya
O00118974,C0116049,2024-03-26 09:34:26.050952,DELIVERED,Visakhapatnam,Assam
O00028607,C0044858,2025-11-05 12:27:34.050952,SHIPPED,Gulbarga,Karnataka
O00023970,C0094543,2025-02-16 20:10:57.221628,PLACED,Surat,
O00028075,__ORPHAN__,2025-08-11 18:59:52.221628,SHIPPED,Ahmedabad,Rajasthan
O00056693,C0065834,2024-08-26 13:39:41.050952,SHIPPED,Loni,Mizoram
O00044537,C0105920,2024-04-11 00:06:22.050952,SHIPPED,Bhilwara,Nagaland
O00037445,C0092597,2025-01-25 14:36:16.050952,PLACED,Avadi,Kerala
O00077727,C0121464,2024-08-15 19:20:36.050952,DELIVERED,Bahraich,Goa
O00007339,C0185533,2026-04-01 17:43:37.850982,DELIVERED,North Dumdum,Meghalaya
O00165445,C0196287,2025-04-22 01:58:34.050952,SHIPPED,Kottayam,Telangana
O00006470,C0061936,2026-01-06 17:43:37.777272,DELIVERED,Hindupur,Arunachal Pradesh
O00148567,C0171753,2024-05-11 06:18:19.050952,SHIPPED,Sagar,Bihar
O00163864,C0093446,2024-03-31 18:49:05.050952,PLACED,Bulandshahr,Odisha
O00111404,C0094901,2025-08-14 13:53:22.221628,DELIVERED,Morena,Tripura
O00122000,C0098914,2025-04-27 09:55:02.050952,DELIVERED,Srinagar,Odisha
O00026116,__ORPHAN__,2024-06-15 08:50:39.221628,RETURNED,Buxar,Andhra Pradesh
O00015621,C0003415,2024-01-04 17:25:08.050952,DELIVERED,Aizawl,Odisha
O00099008,C0156436,2025-09-21 20:45:59.050952,PLACED,Bathinda,Rajasthan
O00017410,C0111776,2025-09-13 18:50:49.221628,RETURNED,Vadodara,
O00074731,C0182407,2024-03-07 13:26:25.050952,PLACED,Kottayam,Telangana
O00092590,C0165234,2024-04-13 16:49:11.050952,SHIPPED,Suryapet,Rajasthan
O00097037,C0046522,2025-10-01 13:27:08.050952,PLACED,New Delhi,Maharashtra
O00059476,C0156937,2024-01-19 18:24:21.050952,PLACED,Fatehpur,Rajasthan
O00012944,C0157488,2025-03-09 03:36:50.050952,DELIVERED,Agra,Maharashtra
O00015583,C0165483,2024-06-05 03:44:24.050952,DELIVERED,Gorakhpur,Odisha
O00127981,C0031021,2025-08-23 10:58:41.050952,DELIVERED,Kurnool,Sikkim
O00087176,C0121435,2024-09-10 14:28:17.050952,SHIPPED,Rampur,Odisha
O00133204,C0153795,2023-12-25 20:33:03.050952,SHIPPED,Jalgaon,Meghalaya
O00129050,C0161614,2025-06-30 09:46:14.050952,SHIPPED,Kochi,Sikkim
O00054094,C0119702,2025-04-13 12:47:33.050952,PLACED,Ballia,Karnataka
O00066388,C0076413,2025-09-19 00:59:17.050952,SHIPPED,Jalna,Rajasthan
O00036219,C0203774,2024-03-25 11:33:58.050952,DELIVERED,Raipur,Manipur
O00080735,C0051499,2024-04-18 16:40:12.050952,DELIVERED,Chennai,Tamil Nadu
O00107789,C0116953,2025-03-07 05:49:32.050952,PLACED,Bongaigaon,Nagaland
O00094779,C0214617,2025-07-30 19:16:16.050952,RETURNED,Unnao,Odisha
O00010354,C0068551,2025-03-11 02:33:32.050952,PLACED,Bijapur,Bihar
O00122214,C0144341,2025-08-18 20:47:07.050952,PLACED,Chandigarh,Punjab
O00005246,C0188061,2024-03-27 10:54:07.221628,SHIPPED,Hindupur,
O00084143,C0065010,2024-11-21 04:44:58.050952,DELIVERED,Tenali,Punjab
O00126931,C0048661,2024-01-11 00:36:14.050952,SHIPPED,Begusarai,Sikkim
O00036696,C0172549,2024-02-21 12:25:36.050952,PLACED,Farrukhabad,Sikkim
O00161095,C0146048,2024-05-14 09:23:50.221628,PLACED,Ongole,Uttar Pradesh
O00170068,C0083741,2024-09-14 18:49:09.050952,SHIPPED,Mehsana,Himachal Pradesh
O00157719,C0201753,2025-10-01 02:51:08.050952,SHIPPED,Chapra,Goa
O00008609,C0031707,2024-11-24 14:59:02.050952,PLACED,Tiruppur,West Bengal
O00027903,C0174893,2025-07-30 08:40:10.050952,DELIVERED,Giridih,Nagaland
O00125588,C0073655,2025-04-24 19:27:22.050952,SHIPPED,Kolkata,Uttarakhand
O00009630,__ORPHAN__,2024-06-28 14:35:19.221628,SHIPPED,Bathinda,Tripura
O00060388,C0123327,2024-05-14 01:05:20.050952,PLACED,Pimpri-Chinchwad,Arunachal Pradesh
O00162215,C0193926,2024-11-26 10:48:24.050952,PLACED,Vijayawada,Assam
O00117327,C0006114,2024-10-26 12:38:57.050952,SHIPPED,Nagaon,Nagaland
O00150855,C0159634,2024-04-30 12:54:28.050952,SHIPPED,Pudukkottai,Andhra Pradesh
O00034829,C0023780,2025-08-22 00:25:29.050952,RETURNED,Bhilwara,Uttar Pradesh
O00167104,C0139682,2025-02-17 11:40:10.050952,SHIPPED,Meerut,Maharashtra
O00064559,C0104281,2025-10-17 03:22:57.050952,PLACED,Rajpur Sonarpur,Telangana
O00023940,C0116917,2024-10-10 06:45:37.050952,PLACED,Bhagalpur,Sikkim
O00018416,C0176604,2023-12-28 05:57:59.050952,SHIPPED,Durgapur,Punjab
O00019063,__ORPHAN__,2025-04-07 12:42:31.221628,RETURNED,Kochi,Sikkim
O00119907,C0031169,2024-02-29 23:41:42.221628,DELIVERED,Karnal,Himachal Pradesh
O00018890,__ORPHAN__,2024-02-13 10:05:41.221628,RETURNED,Udupi,Uttar Pradesh
O00070238,C0009373,2023-12-30 14:22:21.050952,SHIPPED,Vijayawada,Uttar Pradesh
O00127223,C0018730,2025-11-21 05:51:23.050952,SHIPPED,Kolkata,Bihar
O00012232,C0090762,2026-03-22 17:43:38.271679,SHIPPED,New Delhi,Jharkhand
O00137592,C0211472,2024-08-27 15:33:13.050952,DELIVERED,Jalna,Goa
O00135369,C0092012,2024-01-17 21:13:42.050952,SHIPPED,Gorakhpur,Sikkim
O00043998,C0081324,2024-05-29 20:23:41.050952,DELIVERED,Solapur,Sikkim
O00156926,C0143260,2024-03-24 10:34:07.050952,DELIVERED,Pune,Punjab
O00024545,__ORPHAN__,2024-11-28 06:11:32.221628,PLACED,Salem,Uttarakhand
O00117883,C0157620,2025-09-30 07:10:00.050952,DELIVERED,Bhiwandi,Tamil Nadu
O00165937,C0082744,2024-07-14 22:31:20.050952,SHIPPED,Ratlam,Maharashtra
O00135234,C0098199,2025-04-09 10:23:28.050952,DELIVERED,Mirzapur,Karnataka
O00015603,C0029724,2024-04-09 23:42:38.050952,SHIPPED,Udupi,Nagaland
O00129504,C0089507,2025-05-11 23:02:50.050952,SHIPPED,Karaikudi,Tripura
O00006022,C0175551,2024-04-11 09:36:28.050952,SHIPPED,Kollam,Odisha
O00164684,C0025692,2024-07-21 02:55:16.050952,DELIVERED,Ozhukarai,Nagaland
O00019104,C0000599,2026-01-12 17:43:38.987477,DELIVERED,Gwalior,Rajasthan
O00087466,C0133444,2023-12-13 21:31:39.050952,PLACED,Raipur,Assam
O00080424,C0131479,2024-08-20 09:40:26.050952,PLACED,Ichalkaranji,Karnataka
O00018493,C0183740,2024-04-30 13:51:02.050952,SHIPPED,Dehradun,Himachal Pradesh
O00051169,C0192894,2025-11-09 07:01:22.050952,DELIVERED,Dindigul,Goa
O00004454,C0173644,2026-03-02 17:43:37.604433,DELIVERED,Ongole,Madhya Pradesh
O00016671,C0186221,2024-01-20 09:09:26.050952,DELIVERED,Panipat,Mizoram
O00016771,C0185837,2025-08-11 17:52:07.221628,DELIVERED,Bongaigaon,Tamil Nadu
O00109997,C0015226,2025-09-12 10:09:39.221628,RETURNED,Srinagar,West Bengal
O00018781,__ORPHAN__,2024-08-19 16:16:31.221628,DELIVERED,Burhanpur,Nagaland
O00053003,C0167621,2025-09-24 13:04:50.050952,SHIPPED,Ajmer,Uttarakhand
O00087947,C0047710,2024-02-06 16:05:21.050952,DELIVERED,Jaunpur,Karnataka
O00150616,C0014616,2025-11-19 19:15:45.050952,SHIPPED,Rajpur Sonarpur,Punjab
O00024456,C0031810,2024-09-29 15:56:41.050952,DELIVERED,Fatehpur,Assam
O00078032,C0112975,2023-12-12 16:32:51.050952,SHIPPED,Chandrapur,Nagaland
O00124368,C0206329,2024-07-21 23:16:09.050952,DELIVERED,Khandwa,Bihar
O00005411,C0137553,2025-03-31 13:58:36.050952,RETURNED,Kalyan-Dombivli,Gujarat
O00135711,C0126892,2024-07-14 18:23:23.050952,SHIPPED,Mumbai,Rajasthan
O00099010,C0192074,2024-08-16 08:55:51.050952,DELIVERED,Munger,Arunachal Pradesh
O00057512,C0179458,2025-08-27 08:30:46.050952,DELIVERED,Mahbubnagar,Sikkim
O00145254,C0073197,2025-05-21 18:27:08.050952,SHIPPED,Haridwar,Uttarakhand
O00140001,C0113953,2025-03-15 18:25:07.050952,SHIPPED,Jalandhar,Uttarakhand
O00035480,C0040537,2024-03-24 16:54:49.050952,SHIPPED,Jammu,Tripura
O00066038,C0042319,2024-04-08 01:11:22.050952,SHIPPED,Karimnagar,Assam
O00097628,C0207327,2024-02-26 16:12:35.050952,SHIPPED,Hubli–Dharwad,Telangana
O00032630,C0031139,2024-04-10 22:13:07.050952,SHIPPED,Tiruvottiyur,Meghalaya
O00134922,C0090256,2025-11-04 07:43:33.050952,DELIVERED,Patiala,Maharashtra
O00030252,C0075885,2025-01-01 21:07:06.050952,DELIVERED,Rewa,Goa
O00174680,C0080255,2025-02-12 16:30:28.050952,PLACED,Raurkela Industrial Township,Madhya Pradesh
O00020438,C0162715,2024-03-24 00:16:00.050952,PLACED,Nagpur,Mizoram
O00003950,C0106414,2025-08-05 11:43:08.221628,RETURNED,Thane,Telangana
O00165978,C0145597,2025-07-01 11:46:40.050952,SHIPPED,Kochi,Nagaland
O00101544,C0003949,2024-02-08 08:06:19.050952,DELIVERED,Munger,Chhattisgarh
O00137806,C0088933,2024-11-02 03:19:23.050952,SHIPPED,Rewa,Odisha
O00017174,__ORPHAN__,2024-01-03 15:25:14.221628,DELIVERED,Gorakhpur,Uttarakhand
O00153638,C0006781,2024-07-15 06:20:08.050952,SHIPPED,Bellary,Haryana
O00023774,C0211132,2024-06-20 13:10:20.050952,DELIVERED,Nagpur,Chhattisgarh
O00028716,C0075318,2026-02-04 17:43:39.872750,RETURNED,Jaipur,Punjab
O00012692,C0045649,2026-02-11 17:43:38.310761,RETURNED,Patiala,Nagaland
O00003706,C0093119,2025-04-24 09:43:29.050952,PLACED,Noida,Tamil Nadu
O00117002,C0208087,2025-02-15 10:50:28.050952,SHIPPED,Pudukkottai,Maharashtra
O00124282,C0075599,2024-05-26 01:58:46.050952,SHIPPED,Kakinada,Manipur
O00121067,C0158092,2025-03-16 14:00:48.050952,SHIPPED,Kadapa,West Bengal
O00029789,C0108367,2024-11-05 01:53:42.221628,DELIVERED,Thane,
O00068668,C0058410,2025-10-02 07:40:57.050952,PLACED,Avadi,Maharashtra
O00071077,C0171679,2024-01-17 21:52:13.050952,SHIPPED,Machilipatnam,Uttar Pradesh
O00017744,C0192853,2024-10-27 18:00:02.050952,SHIPPED,Suryapet,Haryana
O00070885,C0204888,2023-12-19 11:43:04.050952,SHIPPED,Siliguri,Bihar
O00048132,C0118920,2025-05-06 20:04:20.050952,PLACED,Nizamabad,Nagaland
O00012853,C0097849,2024-07-13 11:11:19.050952,SHIPPED,Jorhat,West Bengal
O00045787,C0009202,2024-07-01 02:51:34.050952,SHIPPED,Navi Mumbai,Uttarakhand
O00005946,C0052591,2025-07-17 23:30:21.050952,SHIPPED,Bhilwara,Haryana
O00083990,C0199471,2025-10-24 21:38:18.050952,SHIPPED,Amritsar,Haryana
O00042741,C0065622,2024-10-22 19:41:13.050952,DELIVERED,Bongaigaon,Telangana
O00007219,__ORPHAN__,2024-03-26 18:06:18.221628,PLACED,Ambarnath,Manipur
O00094851,C0207735,2024-04-17 23:40:10.050952,SHIPPED,Munger,Nagaland
O00005682,C0000058,2025-11-11 08:14:53.050952,DELIVERED,Srikakulam,Madhya Pradesh
O00089225,C0178579,2023-12-27 02:30:07.221628,PLACED,Sambalpur,Assam
O00168572,C0214042,2025-07-06 18:33:25.050952,RETURNED,Siliguri,Telangana
O00093100,C0034081,2024-01-05 20:58:10.050952,SHIPPED,Ahmedabad,Gujarat
O00139374,C0132667,2024-05-06 08:31:08.050952,SHIPPED,New Delhi,Madhya Pradesh
O00024246,C0205756,2025-09-23 16:09:44.050952,PLACED,Vijayawada,Assam
O00049065,C0068486,2024-05-28 01:40:34.050952,SHIPPED,Adoni,Punjab
O00026432,C0214296,2025-03-03 17:03:18.050952,DELIVERED,Mirzapur,Maharashtra
O00037065,C0184857,2025-05-12 08:11:17.050952,DELIVERED,Srikakulam,Bihar
O00150670,C0168368,2025-09-12 05:01:48.050952,SHIPPED,Bikaner,Madhya Pradesh
O00046437,C0021431,2024-08-16 21:29:56.050952,SHIPPED,Hosur,Sikkim
O00088380,C0121663,2025-03-24 09:30:27.050952,PLACED,Kishanganj,Maharashtra
O00069966,C0012920,2025-05-29 03:14:42.050952,SHIPPED,Bijapur,Rajasthan
O00141463,C0109674,2024-07-06 16:02:06.050952,SHIPPED,Khora ,Arunachal Pradesh
O00035732,C0204257,2025-01-28 14:39:18.050952,SHIPPED,Dindigul,Uttar Pradesh
O00162109,C0067641,2025-02-02 17:36:00.050952,SHIPPED,Rajpur Sonarpur,Nagaland
O00012463,C0079515,2025-07-23 23:16:50.050952,SHIPPED,Asansol,Andhra Pradesh
O00005526,C0195969,2024-11-28 09:17:59.221628,RETURNED,Tirupati,
O00021557,C0122495,2025-11-28 03:42:04.050952,SHIPPED,Panipat,Tamil Nadu
O00000107,C0074167,2024-07-17 14:32:46.050952,SHIPPED,Hazaribagh,Odisha
O00091741,C0082638,2024-12-07 15:24:30.050952,DELIVERED,Bidar,Assam
O00022428,__ORPHAN__,2024-09-15 17:40:28.221628,PLACED,Salem,Goa
O00155078,C0075837,2024-12-11 00:58:20.050952,PLACED,Shimla,Tripura
O00047990,C0110184,2024-09-29 01:15:38.050952,PLACED,Bongaigaon,Jharkhand
O00171766,C0086208,2024-11-16 08:21:18.050952,PLACED,Shimoga,Arunachal Pradesh
O00010221,C0068889,2024-01-07 02:57:58.050952,SHIPPED,Khammam,Tripura
O00022465,C0000098,2025-11-11 21:02:00.221628,DELIVERED,Amritsar,
O00084578,C0073993,2024-10-07 00:45:44.050952,SHIPPED,Hyderabad,Haryana
O00108171,C0191119,2024-06-30 12:58:59.050952,DELIVERED,Gaya,Gujarat
O00087220,C0064038,2024-11-27 19:21:55.050952,PLACED,Bhusawal,Bihar
O00070991,C0092161,2024-05-26 10:08:41.050952,PLACED,Proddatur,Kerala
O00081224,C0049697,2024-03-15 12:57:13.050952,RETURNED,Guwahati,Haryana
O00006083,C0140010,2026-01-02 17:43:37.744672,PLACED,Bhusawal,Goa
O00143258,C0044651,2024-02-23 18:45:01.050952,PLACED,Panihati,Chhattisgarh
O00021563,C0187348,2025-05-10 17:29:06.050952,DELIVERED,Bhatpara,Bihar
O00006754,C0009946,2025-02-21 12:10:59.050952,DELIVERED,Ahmedabad,Uttarakhand
O00013780,C0063126,2025-10-01 17:09:13.050952,DELIVERED,Nagercoil,Manipur
O00106374,C0081560,2024-08-12 00:40:25.050952,PLACED,Kakinada,Odisha
O00127064,C0154406,2024-09-24 03:27:25.050952,SHIPPED,Jalgaon,Manipur
O00050215,C0159370,2024-10-31 01:52:01.050952,PLACED,Kurnool,Karnataka
O00009681,C0017042,2024-11-14 00:54:12.050952,PLACED,Indore,Manipur
O00110447,C0022556,2024-11-06 18:21:13.050952,DELIVERED,Belgaum,Himachal Pradesh
O00095271,C0023814,2024-07-18 14:21:26.050952,SHIPPED,Gangtok,West Bengal
O00039306,C0039644,2025-05-23 14:42:37.050952,DELIVERED,Avadi,Rajasthan
O00025386,C0123089,2024-05-22 02:25:51.050952,DELIVERED,Bulandshahr,Mizoram
O00000447,C0084136,2025-01-28 21:05:15.050952,PLACED,Ahmednagar,Telangana
O00014782,__ORPHAN__,2025-10-06 20:46:44.221628,SHIPPED,Maheshtala,Sikkim
O00157814,C0062525,2024-01-27 13:52:54.050952,PLACED,Raurkela Industrial Township,Nagaland
O00058986,C0016217,2025-11-06 06:39:36.050952,SHIPPED,Bally,Tamil Nadu
O00135454,C0117134,2024-05-10 16:35:02.050952,SHIPPED,Gudivada,Tripura
O00035634,C0085935,2025-08-04 15:15:23.050952,PLACED,Bardhaman,Haryana
